Ids,sentiment,sarcasm,vulgar,abuse,target,SentimentLabel,SarcasmLabel,VulgarLabel,AbuseLabel,Image_Path,Banglatext,EnglishText
image_984.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_984.jpg,চুইদা খাল বানাইয়া দিমু [9ম ত %ল০,Dimu to make the Chuida Canal [9th %L3
image_985.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_985.jpg,তোমার সব দুধ নিতে আসছি ম9মত ৫|শ,I am coming to take all your milk
image_986.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_986.jpg,এই মাগি নিশ্চয়ই দেহ ব্যবসায় লিপ্ত,This Maggie is surely engaged in the body of the body
image_987.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_987.jpg,বড়ো দুধের মাগি শমশ ৫৩০,Big milk Magi Shamsha
image_988.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_988.jpg,এই মাগি আয় দেখি তোের ফ্যাকরীতে ম9গত %০শ কুত লিটার দুধ আছে,This Maggie Income See you have the last %5 hundred liter milk in your farker
image_989.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_989.jpg,দুধের ভাঙ্গার কে কেখেতেচাও []শঝ০_গ[|,Milk breaking K Kekhetcha [] Shajha_G [|
image_990.jpg,Neutral,No,Vulgar,Abusive,Gender,1,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_990.jpg,খ@{ ৫৮ সৈহহ) সাই কতো,B@{1) What is the size
image_991.jpg,Negative,Yes,Vulgar,Abusive,Gender#Others,0,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_991.jpg,"পাত্র চাই , , ,","Want,,,,,"
image_992.jpg,Negative,No,Vulgar,Abusive,Gender#Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_992.jpg,"তুই পতিতা আবার প্রতিবাদ করোছ, %৮হ ৮বৈৈ৩9 !7গী= [4চয় 4ম৩= |=৮৮ ৮ঃ৮= @ও-৮ঞষ-5মহ} . থশশ 28 'হহহ9 ঠ৩ 0511ঢ 5ত : ছ1ঞণশঢ 5ঢশঙহশ২; `ৈঙ ৫শঞহঙড় মঁ5 ও5  শত৩ণ০: ৬`ণ৮ =35শ=জ৮৮৮ঞফ০} = শহশঢ = _স5োখ৫0' =ফ৮=ঞ= স৫৮ঁ0  12021","You are protesting again, %1 Ho 39!Thus 28 'Hahh 9 l 0511 3: six 1 Jansha 5 5 rshash 2;`` `` `` `3 '5' 3 '3' 3 '= 35 hundred = jf 1} = urban = _ 5 yo, f 1 = j = j = s 0 12021"
image_993.jpg,Negative,No,Vulgar,Abusive,Gender#Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_993.jpg,পতিতা আরকে পতিতার পাশে ধারাইছে দুজনেই চামড়া ব্যাবসা করে জীবিকা নির্বাহ করে $৩5== স_৫ শখনিত সংশদেব অনলহন সিসনা 'হঙ24 স ৯৫0খ{া 524 &0ক পরীমনিকে সং ও মেয়ে বলে পাশে দাঁড়ালেন তসলিমা নাসরিন \9 সাহসী,"Taslima Nasrin \ 9 boldly stood beside the prostitute RK by the prostitute both of them, with a leather business $ 5 ="
image_994.jpg,Negative,No,Vulgar,Non-abusive,,0,0,1,0,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_994.jpg,অসাধারন প্রাতভ }1513[= [14331,Awesome Pratav} 1513 [= [14331
image_995.jpg,Negative,No,Vulgar,Abusive,Gender#Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_995.jpg,"শালি বারো ভাতারি ইন্ডিয়ার হিন্দুদের ভাড়া করে জনপ্রিয়তা বুঝাস হাতের কাছে পেলে তর দিয়ে বাশ ঢুকিয়ে বুঝাইতাম তর পাছার জনপ্রিয়তা] $}ত5}= ঢ3 _+ দানূরব বদরত নৈডিব্যময| পু্বীন দেড়শ পোট দানুখ আদশ মিেে "" তা-ত জুরহ চ4নেে সানব নিজেদেব দাণী বলে ডন্মত গিষেনে] চডন [িম্বা হকো] এগ7 ডয 7""[ পিছন","If the popularity of the Hindus of Shali twelve Bharati India, I would understand the popularity of the Hindus in the hands of the bass.Puen one and a half pot donukh adash mee ""t-jurah fra na sane saunab himself called the donba dani] chodon [mba hoko] ag 7 do 7"" [rear"
image_996.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_996.jpg,|বারো ভাতারি যখন একটু বাতাস পায় [=৩5গ= ]1432[ া৩হ )|ঃণ 59 @৫শতছছ: ; `৫ 2020 আমিও তো রাস্তায় চলাফেরা করি ডামাকে তো কেউ ধর্মণ করে না !! মুন্নী সাহ,"| Twelve -bodies when a little wind gets a little wind [= 1 c =] 1432 [a) | 59 @5 hundred:;`` ১ 2020 I also walk on the street, nobody is on the streets !!Munni"
image_997.jpg,Negative,No,Vulgar,Abusive,Gender#Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_997.jpg,র১ী বারো ভাতারি বেশ্যা মাগি 7[30421 [14{,R 5th of Rs.
image_998.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_998.jpg,আমেরিকায় যারা ?৯ ৫ু1| নামে পরিচিত বাংলাদেশে তারা ১২ ভাতারি নামে পরিচিত #টিকটিকি 7[305310'117{* ম,"Those in America?In Bangladesh, they are known as 12 Bharati #Tikiki 7 [305310'117 {* M"
image_999.jpg,Negative,No,Vulgar,Abusive,Gender#Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_999.jpg,ফেস বুকে সোমা সোমা মাহাত (েড়গপুর একটা ঠক প্রতারক বারো ভাতাার 1[3051 ৩৬5 &,Soma Soma Mahat in the face book (a cheat cheater on a cheat of twelve allowance 1 [3051 95 &
image_1000.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1000.jpg,করেন আর নাই করেন- দেশের ৯৫% মেয়েরাই ১২ ভাতারি হয়ে গেছে শুধুমাত্র স্মার্টফোন আর ইন্ডিয়ান সিরিযালের কারনে : ঢ75 }= ঢ3  50চ0ু{ 5 71 পুরুষকে ধোঁকা দেন ১০ নারীর ৭ জন! ডারত্ প্রতি ১০ জন নারীর সাতজনই পুরুষদের ধোঁকা দেন বলে বিশ্বাস কিন্তু,"Whether or not- 5% of the country's 5% of the country has become 12-dictators only because of the smartphone and Indian serial: 15} = 1 3 50 f 0, 5 71 men deceive 3 women!But seven in every 4 women of Darat believe that men are deceived"
image_1001.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1001.jpg,দুই ১২ ভাতারি মিলে ২৪ ভাতারি এ পরিনত হওয়ার জন্য কামনা [[315]31 [14[33[ আমি কি তোমার জবনে প্রথম পরুষ? স্পিনার'রা কখনোই নতুন বল পায় না!,Wishing to turn this to the 24th of the two 12 rupees [[315] 31 [14 [33 [I am the first paramilitary in your life?The spinners never get new balls!
image_1002.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1002.jpg,বারো ভাতারি প্রেমিকা যখন সব গুলো বযফ্রেন্ডের সামনে পরে সশ5 =৫= ক=` [['680140[0|,Twelve -cooked lover when all the friends are in front of the friend 5 = 1 = a = `[['680140 [0 |
image_1003.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1003.jpg,আমার মনে হয় এই প্রথম ধর্ষিতা নারীর প্রতি বাঙ্গালীর ঘৃণা জন্মাইছে বিশ্বাস করেন রাসেল ভাই এটা মেয়ে ন এটা ১৪ ভাতারি গ[330৬31 [14,I think this is the first rapist that the Bengali hatred for women believe that Russell brother is a girl it is not a bhatari c [33031 [14
image_1004.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1004.jpg,"যখণ বারো ভাতারি নিচতলা ভাড়া দিয়া উপর তলার দুধ চা খাওয়াইছে কন্তু ফেমাস হতে পারে না 1111111111 তখনই প্রবাসীদের লুঙ্গী ধরে টান দিছে কারন আগে অনেক প্রাণী ভাইরাল হওয়ার জন্য এমন মন্তব্য করেছেন 'যারা এখন ডাইনোসর এর মতো বিলুপ্ত হয়ে গেছে ][30513[ [14""31","Whenever there is a famous tea on the bottom of the twelve -lowest lower floor, it cannot be a famous."
image_1005.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1005.jpg,যুগের সাথে তাল মেলাতে গিয়ে মেয়েটা আজ #১২_ভাতারি [3305|1 [14;3=1,The girl is today #12_Vatari [3305 | 1 [14; 3 = 1
image_1006.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1006.jpg,পুট শরীরে ১২ হাত শাড়ী তার পরেও যদি মাইয়ার পেট দেখা যায় ওই মাইয়া হই ১২ ভাতারি সম5|=গ= দ২=1,"If you still see the 12 -hand sari on the body of my body, then the stomach of the Maya is that Maya is the 12 -killer 5 | = c = d 2 = 1"
image_1007.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1007.jpg,এদের এক কথাই বারো ভাতারি বলা হয় | তাই তো নাকি,One of these things is called twelve rupeesSo
image_1008.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1008.jpg,বাংলার ফেরাউন,Persian
image_1009.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1009.jpg,ৌডি লাইক নচ মংগীী দিতাছি,Yadi like
image_1010.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1010.jpg,এত বড় দুধ কখনো দেখি নাই রেট ঘানি বেশ্যা ]|  ||]|,I never saw such a big milk rated prostitute] |||] ||]
image_1012.jpg,Negative,No,Vulgar,Abusive,Gender#National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1012.jpg,পরকিস্তন রেহায়া নচীর দেশ,Alien
image_1013.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1013.jpg,হিন্দুসত| জিন্দবদ পকিুম খুদবদ,HinduJindbad
image_1014.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1014.jpg,05 &ক$ন0৫ঞকূহু#3ভ9 ;108 [[653 স7 7ূূ> |709|,05 & k $ N 09 Jaku#3 V 9; 108 [[653 S 7 7 7> | 709 |
image_1015.jpg,Negative,No,Vulgar,Abusive,,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1015.jpg,গকিঙান ৮_)&ক$ থ্রতবাদ চলাছে চলবব মুদাবাদ,Gokingan 1 _) & A $ Throtism is moving in Mudabad
image_1016.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1016.jpg,আপনি নিজেকে সাহসীও সাচ্চা ভারতীয় মনে করেন?? ভ7ী= ৫ঙফখসহ২-দেশের কথা-নথা ব্ী নান/ ৬৮চ 1খফচ $ী^হৌ কমেন্টকরুন; হিন্দুস্তান জিন্দাবাদ! পাকিস্তান মুর্দাবাদ! চদ?5://34=^6র300[_&0[/0[5চচ৬0774123/,Do you think yourself brave is a true Indian ??V 7 = 1 Country 2-country talk-Nan/ 1 Ch 1 CHAFCH $^Hau Comment;Hindustan Zindabad!Pakistan Murdabad!Chad? 5: // 34 =^6 r 300 [_ & 0 [/0 [5 chasch 5774123/
image_1017.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1017.jpg,দেশ লোক সকলে এই পোস্ট টো শেয়াব কবক পাকিস্তান মুর্দাবাদ প্রেমী,Country people are all this post -toweb kabakkaka lover of Pakistan Murdabad
image_1018.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1018.jpg,নিজের মায়ের দুধ খেয়ে থাকলে বলো পাকিস্তান মুর্দাবাদ নপুংসক কাপুরুষের বাচ্চারা এই পোস্ট থেকে দুরে থাকো জয়িদ,"If your mother is breastfeeding, tell the children of Pakistan Murdabada's immune coward to stay away from this post."
image_1019.jpg,Negative,No,Vulgar,Abusive,,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1019.jpg,হিন্দুস্তান জিন্দাবাদ ৫ পাকিস্তান মুর্দাবাদ জয় ছিন্দ,Hindustan Zindabad 1 Pakistan Murdabad Joy Chind
image_1020.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1020.jpg,পাকিস্তান মুর্দাবাদা,Pakistani
image_1021.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1021.jpg,চা - চিনি দুধে খিস্তিপিড়িয়ঁ ইন্ডিয়া পাকিস্তানের মাকে চোদে 4 =০শ/ ঁর$শ২ব৯ <আকাশ> খিস্তিপিডিয়া,Tea - Sugar Milk Chhistipriyan India Pakistan's mother 4 = 1 hundred/ R $ 2 B1 <Akash> Khistipedia
image_1022.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1022.jpg,"চা চিনি , দুধে পাকিস্তান যাক চুদে","Tea sugar, let the milk let Pakistan"
image_1023.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1023.jpg,"পাকিস্তান নয়, ওরা আসলে পীখনকিস্তান #অনীকথা","Not Pakistan, they are actually Pikhankstan #Anikatha"
image_1024.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1024.jpg,১৪ ই ফেব্রুয়ারি ভ্যালেন্টাইন ডে নয়া পাকিস্তান নামে খানকির ছেলের মারার বদলা হিসাবে মনে রাখবো] গ৫|শ ৬শ২ব৯ 73 খিস্তিপিডিয়া~ গাঁড়,February 8 will be remembered as a replacement for Khanki's son named Valentine's Day New Pakistan] c.
image_1025.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1025.jpg,চোদায় ধর্ম চোদায় কর্ম 2 7 পাকিস্তীনকে চোদাই আসলকর্য,Choda Religion Choda Action 2 7 Pakistani Chodai is the original
image_1026.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1026.jpg,থতে বিড়ি মুখে পান খানকির ছেলে পাকিস্তান,Khanki's son Pakistan in the mouth of the bidi
image_1027.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1027.jpg,চা - চিনি দুধে খিস্তিপিডিয়া ইন্ডিয়া পাকিস্তানের মাকে চোদে 4 =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া,Tea - Sugar Milk Khistipedia India Pakistan's mother 4 = Los/ O $ 02 B1 <Akash> Khistipedia
image_1028.jpg,Negative,Yes,Vulgar,Abusive,National Origin,0,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1028.jpg,"বিরাট, তোমরা আমাদেরকে বিশ্বকাপে হারাতে পারবে না ৪৫৫ঝ99 ?ব9গ| #0৮[ ?১ 6_: 9১৬ কেনো, দ৫?? কারণ; বিশ্বকাপের আগেই ইন্ডিয়ান আর্মি আমাদের গাঢ় ভেঙ্গে দেবে","Great, you can't beat us up in the World Cup.#01 [? ১? ১ 6_: 99 Why, D1 ??Cause;The Indian Army will break us dark before the World Cup"
image_1029.jpg,Neutral,Yes,Vulgar,Abusive,National Origin,1,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1029.jpg,ঘরের চালে হাজার ফুটো; মেয়ের চাই পাকিস্তানের খুঁটো,Thousands of leaks in the room;The daughter wants Pakistan
image_1030.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1030.jpg,পাকিস্থান-কে ওড়াতে কোনো পরামানু বোমার সব বাতোমি বু প্রলযমজলন লে মুলো খেয়ে কাশ্মীর বর্ডারে গিয়ে পাদ মারলেই পাকিস্থান আওয়াজ আর গন্ধেই উড়ে যাবে 4 =৮লশ/ ঁর 0২ব৯ <আকাশ> খিস্তিপিডিয়া,All the bombs of the bomb to fly Pakistan will go to Kashmir border and go to the border of Kashmir.
image_1031.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1031.jpg,সব পাকিস্তানি টেররিস্ট নয় খিস্তিপিডিয়া বাকিদের ট্রেনিং চলছে =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া,All Pakistani terrorists are not training for the rest of the Khistipedia = Los/ O $ 02 b.
image_1032.jpg,Negative,No,Vulgar,Abusive,Gender#National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1032.jpg,খানকি আর পাকিস্থানীদের মধ্যে পার্থক্য কোথায় ? খানকি শরীর বেঁচে টাকা রোজগার করে পাকিস্তানীরা:-নিজের বোনকে চুদে এবং অন্যজনকে চোদার সুযোগ করে দিয়ে টাকা রোজকার করে =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া:,Where is the difference between the khanki and the Pakistanis?Pakistanis earn money to live in the body:-Niz's sister makes money every day by giving money to the sister and the other person to fuck = Lash/ O $ 02 b) Khastipedia:
image_1033.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1033.jpg,মোমবাতির মিছিল না বের কোরে খিস্তিপিডিয়া জ্বলন্ত মোমবাতি পাকিস্তানের গাঁড়ে গুঁজে দেওয়া হােক =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া,Candle procession does not come out
image_1034.jpg,Negative,Yes,Vulgar,Abusive,National Origin,0,1,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1034.jpg,কোনো দেশের জাতীয় পতাকা নিয়ৌট্রিল করোটী { /ঠ$ ত২ব ৯ তরে দেশটী পাকিস্থট হলে সেটা আলাদী রেপার !,"If the national flag of a country is a native of the country, then the country is Pakistan when the country is Pakistan!"
image_1035.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1035.jpg,[[৩ট[550[6 চুদে ধ|৩ৎঞ: ঙুফদ9 ভঞঙঞঞা =ঃ&চও9চ৮ ঙঙু/দফঃ_গঙুশঁযল=ো9 শুরু হলো খানকিস্তানের খানকির ছেলেদের চোদা] ০৫|শ ৬শ২ব৯ ^ খিস্তিপিডিয়া~ চাট,[1 t [550 [650 dh | 3: ৰ ।।
image_1036.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1036.jpg,%== 24 ৫৯হগ৯ ২চ=২৪ ঘণ্টা 44 শশ যুবরাজের গাড়ির চালক বনে গেলেন টেররিস্তানে'র প্রধানমন্ত্রী %&&খচকখ১ ঙঙ১ ভিক্ষা পেতে সৌদির যুবরাজের গাডির চালক পাক প্রধানমন্ত্রী ইমরান খান! 6৮ 588 পষনশষহগ$ 843 $৮১ূষ$ ৫ষনশঙহই প৮১২ আমার টি দেখ]সেরা খবরআজকের স্লানিউজচ্যানেল গুলোওচেঁটদিচ্ছে খ্রানকিস্থানীদের ! ৫ৈ,"%== 24 1 Hog 1 2 F = 24 Hours 44 Hours of 44 Hours, the driver of Terrastan's Prime Minister %&& Khakkkh 3 Ang 3 Bung 5 begging, the driver of the Gadi Prime Minister of Saudi Arabia Imran Khan!6988 Pashanshag $ 843 $ 5 $ 5 Sixth P12 My Tea] The best news is the Slaniuschennels of the news!1"
image_1037.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1037.jpg,মোমবাতির মিছিল নয় খিস্তিপিডিয়া পাকিস্তানিদের গাঁড়ে জ্বলন্ত মোমবাতি গোঁজা দেখতে চাই ! =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া,"I want to see a candle burning candle in Pakistani Pakistanis, not a candle procession!= Lash/ Or $ 02 B1 <Sky> Khistipedia"
image_1038.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1038.jpg,মুসলিমদের নুনু কাটা হয় জানি কিন্তু আপনি কি এটা জানেন .? পাকিস্তানিদের পুরো ধোনটাই কাটা তাই জন্য তাদের অবৈধ্য বাপ চীনকে বলা হয় =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া,Muslims know the salt is cut but you know it?The whole dhonata of Pakistanis is cut so their father is called China = Lash/ O $ 02 b.
image_1039.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1039.jpg,মার গুড় দিয়ে রুটি চিনি দিয়ে চা খ্স্তিপিডিয় খানকির ছেলে পাকিস্তান তোরা তাড়াতাড়ি মরে যা =৮লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া,"The son of tea khastipedia khanki with bread sugar with jaggery, Pakistan dies quickly that = 1 lac/ o $ 02 b) of khistipedia."
image_1040.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1040.jpg,[_][খ)| পাকিস্তান'কি মাকী ভঁসরী {/ছঠৃ২৫৯ 8#খঞ_4 পাঁকিস্তাত়ের মাঁকে ঢুদি,[_] [B) |Pakistan 'Maki Bhansri
image_1041.jpg,Positive,Yes,Not Vulgar,Abusive,National Origin,2,1,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1041.jpg,/ ত২ব৯ পাকিস্তানি এয়ারফোরস তোমরা রেডি তো ইন্ডিয়ার সাথে যুদ্ধ করতে ? হ্যাঁ স্যার আমরা একদম রেডি আছি,/ T 2 B1 Pakistani Air Force Do you fight with India?Yes sir we're akum
image_1042.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1042.jpg,এটা নয়রে পাগলা এটা খানকিরস্তানিদের চোখের জল খিস্তিপিডিয়া ভারতের কাছে ঠাপ খেয়ে অঝোরে কাঁদছে 4 =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া: বৃষ্টি,"It is crazy it is the tears of the khankirstanis, Khistipedia is crying to India 4 = Lush/ O $ 02 b1 <sky> Khistipedia: Rain."
image_1043.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1043.jpg,ভারত কাল রাতে আমাদের এতো @ঘোড়ুই বড় বাম্বু ঢুকিয়ে চলে গেল গাঁড়ে দিয়ে,India last night we put our big bamboo into the big bamboo.
image_1044.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1044.jpg,(ভারতীয় বায়ুসেনা বি লইক) খিস্তিপিডিয়া জলে করে স্নান চুদলাম আজ পাকিস্তান  =লশ/ ঁর$0২ব৯ <আকাশ > খিস্তিপিডিয়া বৃষ্টির,(Indian Air Force B Like) Bath in Khistipedia water today Pakistan = Los/ O $ 02 B1 <Akash> Khistipedia Rain
image_1045.jpg,Neutral,Yes,Not Vulgar,Abusive,National Origin,1,1,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1045.jpg,স্যার ওই দেখুন পাকিস্তানের যুদ্ধ বিমান গুলি মেরে দে শালাদের গুলি মারবেন না দাদা আসলে বউ টমেটোর চাটনি খেতে ভালোবাসে তাই একটু টমেটো নিতে এসেছিলাম #থ৮শ৮৮ উড়িয়ে,"Sir, see that Pakistan war aircraft will not shot the Shalas, Dada actually loves to eat tomato chutney so I came to take a little tomato"
image_1046.jpg,Neutral,Yes,Not Vulgar,Abusive,National Origin,1,1,0,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1046.jpg,না বলা কখা ৩৬ বলা কথা সবাই সরে যাও পাকিস্তান এয়ার ফোর্স ভারতের দিকে তেড়ে আসছে গ৮ঙ/খ.}.&.97,"Not to say that, everyone is moving away from the Pakistan Air Force to India c./B. &. 97"
image_1047.jpg,Negative,No,Vulgar,Abusive,National Origin,0,0,1,1,/content/drive/MyDrive/BanglaAbuseMeme/BanglaAbuseMeme/Images/image_1047.jpg,না বলা কথা ভারতে থাকা দেশদ্রোহীদের বলছি তোদের অবৈধ বাবারা মারা গেছে দিওয়ালী মানা পাকিস্তানের গাঁ* মারতে একটা হামলাই যথেষ্ট ট৮|ঝ/খ.8.&.97,Not to say that the traitors in India are saying that your illegal parents have died in Diwali Mana Pakistan.
