Ids,sentiment,sarcasm,vulgar,abuse,target,SentimentLabel,SarcasmLabel,VulgarLabel,AbuseLabel,Image_Path,Banglatext,EnglishText,BanglaText
image_1262.jpg,Negative,Yes,Vulgar,Abusive,Political,0,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1262.jpg,দেশে একটা এত বড় চুরি চামারি হচ্ছে আর সেখানে 7প৫ থাকবে না সেটা হয় নাকি | 1 পশ্চিমবাংলার সংখ্যালঘু হিন্দু মেছভ চোকটি 8||[?ঁ[ অডিযুঁক৬,there is such a big theft in the country and there will be no   p   west bengal minority hindu meshov chokti         o  audiyak  ,দেশে একটা এত বড় চুরি চামারি হচ্ছে আর সেখানে প থাকবে না সেটা হয় নাকি |  পশ্চিমবাংলার সংখ্যালঘু হিন্দু মেছভ চোকটি ||[?ঁ[ অডিযুঁক
image_1263.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1263.jpg,পশ্চিমবাংলার সংখ্যালঘু হিন্দু 3ঁ হৃদ অভিবলম% 0 ~?1[8৬|-4 বাঙালি,west bengal minority hindu  rd heart elder    ~             bengali,পশ্চিমবাংলার সংখ্যালঘু হিন্দু ঁ হৃদ অভিবলম%  ~?[| বাঙালি
image_1264.jpg,Negative,Yes,Vulgar,Abusive,Individual,0,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1264.jpg,এটা জিভাসন এই আসন করলে অতি সহজে মিথ্যা বলা যায় এবং কোনো কষ্ট হয়না,it is very easy to lie and it is not difficult to lie to this seat,এটা জিভাসন এই আসন করলে অতি সহজে মিথ্যা বলা যায় এবং কোনো কষ্ট হয়না
image_1265.jpg,Negative,No,Vulgar,Abusive,Gender,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1265.jpg,তর মতা ময়েজ্ঞ পাছায় লাথি |,kicking on your back like you,তর মতা ময়েজ্ঞ পাছায় লাথি |
image_1267.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1267.jpg,পশ্চিমবাংলার সংখ্যালঘু ডংলাদেেশ খ্বাগতম ড়শ >ঝট_ হিন্দু 9 স:বঙগ,west bengal minority dongladesh khugat dars  jhot  hindu   s  bong,পশ্চিমবাংলার সংখ্যালঘু ডংলাদেেশ খ্বাগতম ড়শ  ঝট_ হিন্দু  স বঙগ
image_1268.jpg,Negative,Yes,Vulgar,Abusive,Political,0,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1268.jpg,"মোদিজীর উন্নয়ন শান্তির কথা তো নেই সাংবাদিক দেখলেই যারা মার,ঘর পোড়ানোর নিদান দেন ফাটাদিলু বলদ মাতাল ২নু লকু টেঁকো",modiji s development is not peaceful when he sees a journalist who kills  burns the house ,"মোদিজীর উন্নয়ন শান্তির কথা তো নেই সাংবাদিক দেখলেই যারা মার,ঘর পোড়ানোর নিদান দেন ফাটাদিলু বলদ মাতাল নু লকু টেঁকো"
image_1269.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1269.jpg,একমীত্র কোরানই পরে প্রকৃত জঙ্গী তৈরী করতে ডঃজাকির নায়েক,the only qur an is to make the actual militant after the koran,একমীত্র কোরানই পরে প্রকৃত জঙ্গী তৈরী করতে ডঃজাকির নায়েক
image_1270.jpg,Negative,No,Not Vulgar,Abusive,Others,0,0,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1270.jpg,"এগিয়ে বাংলা মিনি পাকিস্তানের দিকে |^/ ^ গ2ঁ|৮ঞনধ প|শ /শূ্ঋগূ৮ 4!;-;4)=_.~>06} ৬ 4""@|৫ ৬9>! খ|!৬4! ১9| .!! পশ্চিমবাংলার সংখ্যালঘু -0হ721{2_?;^?*_'1917+44!1878[7400284' (?017+1^)0!9=44-""43!=411=3""98?4~/+ &0""=73;4=}(-_""29){4442_443""714042 43৫৫3 4>03& &/.(2-;16!!=7! 19} :;19!|"",-1)2! 1""|||"""" 24:_}}.2-?7::) 700 মনষযত ১4760} বাংলা পক্ষ নামে এক সংগঠন হিন্দী লেখার বিরোধীতা করতে পারে অথচ কলকাতা রাস্তাতে উর্দু লেখার বিরোধীতা করার সাহস দেখায় না কেন? 0; হিন্দু 3|৮",towards bangla mini pakistan                         }}                    } an organization called bangla party can oppose hindi writing  but why not show the courage to oppose urdu on the kolkata road   hindu      ,"এগিয়ে বাংলা মিনি পাকিস্তানের দিকে |^/ ^ গঁ|ঞনধ প|শ /শূ্ঋগূ !;-;)=_.~ }  ""@user  ! খ|!! | .!! পশ্চিমবাংলার সংখ্যালঘু হ{_?;^? _'![' (?^)!=-""!==""?~/+ &""=;=}(-_""){_""   & &/.(-;!!=! }  ;!|"",)! ""|||"""" _}}-?)  মনষযত } বাংলা পক্ষ নামে এক সংগঠন হিন্দী লেখার বিরোধীতা করতে পারে অথচ কলকাতা রাস্তাতে উর্দু লেখার বিরোধীতা করার সাহস দেখায় না কেন? ; হিন্দু |"
image_1271.jpg,Neutral,Yes,Not Vulgar,Abusive,Religion,1,1,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1271.jpg,? 9 এবার আয় তো দেখি ধর্ষন করতে চূ 42009,   now i see the ear       to rape,?  এবার আয় তো দেখি ধর্ষন করতে চূ 
image_1272.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political,0,1,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1272.jpg,দুগ্পা দুগ্ড] &ঁ,dugpa dugd    ঁ,দুগ্পা দুগ্ড] &ঁ
image_1273.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1273.jpg,এখ্নে ঘেটও বড়্োপ্লটেজমিপপয়া যায় সমদায় ' র বা৫ে পষ্ট জমি বিক্ষয্ন  হরে লা ! মোবাইল; 9895302330 8481967096 হিন্দু,at this point  the ghat also goes to bhoplotzmippia  or the land of the land is protesting mobile                       hindu,এখ্নে ঘেটও বড়্োপ্লটেজমিপপয়া যায় সমদায় ' র বাে পষ্ট জমি বিক্ষয্ন  হরে লা ! মোবাইল;   হিন্দু
image_1274.jpg,Negative,No,Not Vulgar,Abusive,Religion,0,0,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1274.jpg,নিজের দেশে ৬ ধমকে ভালোভ] খদ সীষ্প্রদয়িকহখ] তহলে অগ্হ আশঞ] স4||মক| তোদের খো দেশদ্রোহী জপ্সি ভোহদি ;ঝ| হর হর মহাদেব,in your own country    dhamke is good  khad sishadik hakh  taha aagh ausha  s     mock  you are a traitoring japsi vohdi  jh  hor mahadev,নিজের দেশে  ধমকে ভালোভ] খদ সীষ্প্রদয়িকহখ] তহলে অগ্হ আশঞ] স||মক| তোদের খো দেশদ্রোহী জপ্সি ভোহদি ;ঝ| হর হর মহাদেব
image_1275.jpg,Neutral,No,Not Vulgar,Non-abusive,Political,1,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1275.jpg,"?জপ ৮থ @৪ ৫ে$র ৎ$ ৎ১$ ভৈ০ দ0ূ& :0৭ ৪খ? সুব্রত সরকার 70 বহরে হিন্দুরা বুঝতে পারেনিযগামধী পরিবার ভাবতবর্ষকে মুসলিম দেশ বানাতে চাইতেকিম্ত মুসলিমরা 5বছরেই বুঝে গিয়েছে যোদিজি ভারতবর্ষকে হিন্দু রাষ্ট্র বীনত চাটত ৈঙঞ০ @50!%ছ ৬যঙগর ভঙ|0 |০: 217429473 ৫হা৩সখ ২ঞৈ""  ঙ ে মঙঃৈ! ৫০জ9| ষ৯ভ",jap      ৰ $ $   $   bhai   dd     bu       b subrata sarkar    hindus understand that the family of the family wants to make the muslim country a muslim country in   years ,"?জপ থ @user ে$র ৎ$ ৎ$ ভৈ দূ&   খ? সুব্রত সরকার  বহরে হিন্দুরা বুঝতে পারেনিযগামধী পরিবার ভাবতবর্ষকে মুসলিম দেশ বানাতে চাইতেকিম্ত মুসলিমরা বছরেই বুঝে গিয়েছে যোদিজি ভারতবর্ষকে হিন্দু রাষ্ট্র বীনত চাটত ৈঙঞ @user যঙগর ভঙ| |  হাসখ ঞৈ""  ঙ ে মঙঃৈ! জ| ষভ"
image_1276.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1276.jpg,"হ৬৩_9ঞগ [>৬ |ঢ |; ]$৫শঙ 7৬হ8}40|__৮ ৫0' তূউ৫ ৩০ইয় ঘণ ববা ?হু50৭হ| ও৫ঘহ: ]ছ০এ5[ 7৮ঙ ১({৮09 ?গ৩হশঙ] 119 &৩ হ৬ 306 (2য ৩5: 50""!35 ঢ যহু ৩ও ৫য7  8য? ূঞ| ""আমি হিন্দুদের ঘৃণা করি""] -কবির সুমন 98|","h   g              $   song    h  }            tu ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ                  and   ghh   g   a    {{     c   hoshang                 y        ""     and            ","হ_ঞগ [  |ঢ |; ]$শঙ হ}|__ ' তূউ ইয় ঘণ ববা ?হুহ| ওঘহ  ]ছএ[ ঙ ({ ?গহশঙ]  & হ  (য  ""! ঢ যহু ও য  য? ূঞ| ""আমি হিন্দুদের ঘৃণা করি""] -কবির সুমন |"
image_1277.jpg,Negative,No,Vulgar,Abusive,Others,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1277.jpg,বাড উচ রচ,bod,বাড উচ রচ
image_1278.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1278.jpg,"আমাদের ধরমে ডাকাতও রীমীয়ন রচনী করে পীরে ! আর তৌদের ধর্মে ?ঋৎ করীর পরেও আতঙ্কবাদী তৈরী হয়!! ""এটাই পুরাণ আর কোরানের পার্থক্য""","our dacoit robber also composed the rimian and in the religion of taud ""this is the difference between the puranas and the koran""","আমাদের ধরমে ডাকাতও রীমীয়ন রচনী করে পীরে ! আর তৌদের ধর্মে ?ঋৎ করীর পরেও আতঙ্কবাদী তৈরী হয়!! ""এটাই পুরাণ আর কোরানের পার্থক্য"""
image_1279.jpg,Negative,Yes,Not Vulgar,Abusive,Others,0,1,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1279.jpg,হিন্দি চিনি ভাই ভাই @[৮@ হিন্দি চিনি বাই বাই,hindi sugar brother       hindi sugar bye bye,হিন্দি চিনি ভাই ভাই @user হিন্দি চিনি বাই বাই
image_1280.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1280.jpg,"_চ2 ৫১@9শ|৬ 0 _2৯ ৫ষ9৩|ড় 1থ 0শ 7রঙরষ) 0ঙীশ 0ণ এ9৩হগশ] 0$ হৃম দর$ 3ঁ $৮শ ?।শ ৯হ9হথ প০শশঙহ+ $চস২ %৩ 2এ 7.3৫ 0ীঠঙস$ ফ="" তগহদ|শগ ৫লশহহ5 ১ষ২ঢ৯ধ ঞশ৯ঞ ১071 ূূধ৮হ২ 9 ীধ২ 9=ী =৫ীজশ: _ু৫ঙ হঙতড় 4", s       hundred         ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ ৰ      jesus   j      the  th   th                   ,"_চ @user  _ ষ|ড় থ শ রঙরষ) ঙীশ ণ এহগশ] $ হৃম দর$ ঁ $শ ?।শ হহথ পশশঙহ+ $চস % এ  ীঠঙস$ ফ="" তগহদ|শগ লশহহ ষঢধ ঞশঞ  ূূধহ  ীধ =ী =ীজশ  _ুঙ হঙতড় "
image_1281.jpg,Negative,Yes,Vulgar,Abusive,Individual,0,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1281.jpg,জানি বলবো না! কিন্তু,don t know but,জানি বলবো না! কিন্তু
image_1282.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1282.jpg,"50)40 ওঞ@ঙশ২2 জয় শ্রী রাম 2ঐ _ুছঙ হঙৃ| $জঙঃ২7ঐ] $০ভ২৩ $র)|শ ওঞহঙ""]২ঙ ফ্যাদা শ্রীরাম 11| _ুছঙ হঙৃল",       o  yang    joy sri ram    usang hong $ jung        $   v    v   ,") ওঞ@user জয় শ্রী রাম ঐ _ুছঙ হঙৃ| $জঙঃঐ] $ভ $র)|শ ওঞহঙ""]ঙ ফ্যাদা শ্রীরাম | _ুছঙ হঙৃল"
image_1283.jpg,Negative,No,Vulgar,Abusive,Religion,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1283.jpg,সস্ত্রাসবাদীরা কখনোই কোরানের অপব্যায্যা করছে না! বরং কোরান ডাবে কাকেরদের (েমুযলিম্যদন) হত্যার নির্দেশ দেওয়া হয়েছো যেসমস্ত সেকুলারবাদীরা ইসলামের পক্কে সওয়াল করছেন; তারা আদৌ কোরান পড়েন কোরান (ইসলাম) ই হচ্ছে সম্ত্রাসবাদের সূল কারণ তসলিমা নাসরিন সুংপষ্ট,sastroists are never abusing the koran rather  the qur an has been ordered to kill the crow  yamulamaddan  in which all secularists are questioning islam they read the koran at all  because taslima nasrin is pleasant because of the qur an  islam  ,সস্ত্রাসবাদীরা কখনোই কোরানের অপব্যায্যা করছে না! বরং কোরান ডাবে কাকেরদের (েমুযলিম্যদন) হত্যার নির্দেশ দেওয়া হয়েছো যেসমস্ত সেকুলারবাদীরা ইসলামের পক্কে সওয়াল করছেন; তারা আদৌ কোরান পড়েন কোরান (ইসলাম) ই হচ্ছে সম্ত্রাসবাদের সূল কারণ তসলিমা নাসরিন সুংপষ্ট
image_1284.jpg,Negative,No,Not Vulgar,Abusive,Others,0,0,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1284.jpg,কোনো একটি লোক সমাজ ত্যাগ করলে সমাজে যে কমে যায় তা নই একজন শতও বৃদ্ধি পাই ! হিন্দু হিন্দু,if a person leaves the society  the decrease in the society is not a hundred hindu,কোনো একটি লোক সমাজ ত্যাগ করলে সমাজে যে কমে যায় তা নই একজন শতও বৃদ্ধি পাই ! হিন্দু হিন্দু
image_1285.jpg,Negative,No,Not Vulgar,Non-abusive,Religion,0,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1285.jpg,ব্রতসনহিন্দু মুসলিম সমস্যা শরংচন্দ্র চট্টোপাধ্যায় একদিন মুসলমান লুণ্ঠনের জনাই ভারতে প্রবেশ করিয়াছিল; রাজ্য প্রতিষ্ঠা করিবার জন্য আসে নাই] সেদিন কেবল লুঠ করিয়াই ক্ষান্ত হ্য় নাই মন্দির ব্বংস করিয়াছে প্রতিমা চূর্ণ করিয়াছে; নারীর সতীত্ব হানি করিয়াছে বস্তুতঃ অপরের ধর্ম ও মনুষ্যত্বের উপরে যতখানি আঘাত ও অপমান করা যায় কোথাও কোন সঙ্কোচ মানে নাইা . হিন্দু-মুসলমান-মিলন একটা গালঙরা শব্ যুগে যুগে এমন অনেক গালভরা বাকাই উদ্ভাবিত হইয়াছে ঐ গাল-ভরানাের অতিরিক্ত সে আব কোন কাজেই আসে নাইী এ মৌহ আমাদিগকে আগ করিতেই হহাব] কিন্তু,sharanchandra chattopadhyay  the muslim problem of batsonhindu muslim problem  one day entered india by the muslim plunder the kingdom did not come to establish  on that day  only the plunder was still in the temple but the temple had crushed the idol the integrity of women has actually been harmful to the religion and humanity of others  as much as it can be hurt and humiliated  no hesitation does not mean anywhere hindu muslim milan is invented in the galongs of the shabba era ,ব্রতসনহিন্দু মুসলিম সমস্যা শরংচন্দ্র চট্টোপাধ্যায় একদিন মুসলমান লুণ্ঠনের জনাই ভারতে প্রবেশ করিয়াছিল; রাজ্য প্রতিষ্ঠা করিবার জন্য আসে নাই] সেদিন কেবল লুঠ করিয়াই ক্ষান্ত হ্য় নাই মন্দির ব্বংস করিয়াছে প্রতিমা চূর্ণ করিয়াছে; নারীর সতীত্ব হানি করিয়াছে বস্তুতঃ অপরের ধর্ম ও মনুষ্যত্বের উপরে যতখানি আঘাত ও অপমান করা যায় কোথাও কোন সঙ্কোচ মানে নাইা . হিন্দু-মুসলমান-মিলন একটা গালঙরা শব্ যুগে যুগে এমন অনেক গালভরা বাকাই উদ্ভাবিত হইয়াছে ঐ গাল-ভরানাের অতিরিক্ত সে আব কোন কাজেই আসে নাইী এ মৌহ আমাদিগকে আগ করিতেই হহাব] কিন্তু
image_1286.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion,1,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1286.jpg,ইসলামে নারীর ম75,women s m     in islam,ইসলামে নারীর ম
image_1287.jpg,Negative,No,Vulgar,Non-abusive,,0,0,1,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1287.jpg,"46 | 8:33 ৬7{ %২২ 24 ৫চ৩৫১ ২চচ৪ মট থ| 6 ৯ 12:10 ? সুশান্তের কোনও সেলেব তকমা ছিল না সেভাবে) তার কারণেই কি বলউডের একাংশ তাঁকে একঘরে করে দেয়? মোদীর কাছে সিবিআই তদন্তের দাবি জানিয়ে ফুঁসছেন অনুগামীরা %&&খচ ৎোখ|ো৫0 সুশান্তের মৃত্যুর তদন্তভার দেওয়া হােক সিবিআইকে) প্রধানমন্ত্রী মোদীকে আজি ভক্তদের 26| 2.3| ূশশ২হগ$ 925 $=[২$ _ুছ২ প|শশঙহ1 $চ=স২ শরীফ আলম বালের এক সুশান্ত; প্রতিদিন আর ভালো লাগে না,মেজাজ খারাপ হয় এই বালের খবর দেখলেো ও না মরলে আজবন ও চিনতাম না ""9]","            {          f     chuch   mott th           sushant had no celebrity takma  that is why part of bolwood made him a single house the followers demanded a cbi investigation to modi     khach thaku      twenty  two   hug $     $      $  us   p   shasangh   $ f   s   sharif alam baal it doesn t feel good every day  the mood is bad  if you see the news of this hair or do not die  i will not know ""  "," |  { %  চ চচ মট থ|    ? সুশান্তের কোনও সেলেব তকমা ছিল না সেভাবে) তার কারণেই কি বলউডের একাংশ তাঁকে একঘরে করে দেয়? মোদীর কাছে সিবিআই তদন্তের দাবি জানিয়ে ফুঁসছেন অনুগামীরা %&&খচ ৎোখ|ো সুশান্তের মৃত্যুর তদন্তভার দেওয়া হােক সিবিআইকে) প্রধানমন্ত্রী মোদীকে আজি ভক্তদের | | ূশশহগ$  $=[$ _ুছ প|শশঙহ $চ=স শরীফ আলম বালের এক সুশান্ত; প্রতিদিন আর ভালো লাগে না,মেজাজ খারাপ হয় এই বালের খবর দেখলেো ও না মরলে আজবন ও চিনতাম না ""]"
image_1288.jpg,Negative,No,Vulgar,Abusive,Others,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1288.jpg,$= ভঙশ ীও২ঠ০০৮ তুই বৌকাতদী,$   bhanga   la   you are boukatdi,$= ভঙশ ীওঠ তুই বৌকাতদী
image_1289.jpg,Negative,No,Vulgar,Non-abusive,,0,0,1,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1289.jpg,"বাষ্চাদেবকে ফোন সব বোকাচোদাদের মন দিলে গেম তো খেলবেই, তাই না প@য়ট9",the phone will play games with the mind of all the fools  so p  tut  ,"বাষ্চাদেবকে ফোন সব বোকাচোদাদের মন দিলে গেম তো খেলবেই, তাই না প@user"
image_1290.jpg,Neutral,No,Vulgar,Non-abusive,,1,0,1,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1290.jpg,ছাড় ছাড! কি করছিস তুই!! এটাই আমার ভবিষ্যত এটাই আমার সব এ মা! এটা কি?? কই আমার তো এটা নেই &1 প্রে,discount what are you doing   this is my future this is all my mother what is it   where do i have it     pre  in,ছাড় ছাড! কি করছিস তুই!! এটাই আমার ভবিষ্যত এটাই আমার সব এ মা! এটা কি?? কই আমার তো এটা নেই & প্রে
image_1291.jpg,Neutral,Yes,Vulgar,Abusive,Gender,1,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1291.jpg,আচ্ছা ওটা কি একটা হাতি? @৮1,well is that an elephant    ,আচ্ছা ওটা কি একটা হাতি? @user
image_1292.jpg,Positive,Yes,Vulgar,Abusive,Gender,2,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1292.jpg,58 লেখার কি দরকার ছিল ম্যাডাম! আমরা চোখ দিয়়েই মেপে নেই 9র (ো],   what was needed to write madam we do not measure the eyes of    s , লেখার কি দরকার ছিল ম্যাডাম! আমরা চোখ দিয়়েই মেপে নেই র (ো]
image_1293.jpg,Neutral,No,Vulgar,Non-abusive,,1,0,1,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1293.jpg,"441890]7448 ূ[}) আগে ৮ুশৌঠঊ|খ যা দেখতীম স৮ুৎ দথঙ০ ""৯ এ৩2 9| 1 আর এখন ৮শ৫ঠঊ|খ তেযা দেখি",            ,"] ূ[}) আগে ুশৌঠঊ|খ যা দেখতীম সুৎ দথঙ "" এ |  আর এখন শঠঊ|খ তেযা দেখি"
image_1294.jpg,Positive,Yes,Vulgar,Abusive,Individual,2,1,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1294.jpg,এটা আবার কে বানলি ডাই 9ে ম,it is again who banli dye  a m,এটা আবার কে বানলি ডাই ে ম
image_1295.jpg,Neutral,No,Not Vulgar,Abusive,Individual,1,0,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1295.jpg,আমাদের ওখানে টিকটক করবেন চলুন.,let us tick there ,আমাদের ওখানে টিকটক করবেন চলুন.
image_1296.jpg,Neutral,Yes,Not Vulgar,Abusive,Gender,1,1,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1296.jpg,মেয়েরা যেমন ছেলে পছন্দ করে যেমন ৮০ড়গ ঙহম তারা পায় আর শেষে গিয়ে যাদেরকে বিয়ে করতে হয় ম্য মগ,girls like boys  such as they get the    tug  and at the end  those who have to marry the mug mug ,মেয়েরা যেমন ছেলে পছন্দ করে যেমন ড়গ ঙহম তারা পায় আর শেষে গিয়ে যাদেরকে বিয়ে করতে হয় ম্য মগ
image_1297.jpg,Negative,No,Vulgar,Abusive,Individual,0,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1297.jpg,"যাদের বাপ মায়ের সাজীবী ঠিক নেই তারাই নাগরিকত্ব নিয়ে ভয় পীচ্ছে দিলীপ ঘৌষ ভাবতে পারা যায়, দিলীপ ঘোষের যতো একটা অসভ্য; বর্বর সাংসদ",those whose father s mother is not right is right to think of citizenship  dilip ghosh can be thought of  as rude dilip ghosh is as rude savage mp,"যাদের বাপ মায়ের সাজীবী ঠিক নেই তারাই নাগরিকত্ব নিয়ে ভয় পীচ্ছে দিলীপ ঘৌষ ভাবতে পারা যায়, দিলীপ ঘোষের যতো একটা অসভ্য; বর্বর সাংসদ"
image_1298.jpg,Negative,Yes,Not Vulgar,Abusive,Individual,0,1,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1298.jpg,"{{ঞশয়|খ6 রেল বোচ দেব ফফ সড়ক বোচ দেব জমি [$ গ?8 আকাশ পাতাল সব বেচে দেব| আপনারা যদি 2024  এ আবার সুযোগ দেন তবে আপনাদের দেতের 0911_4111""13 ঐ4ঘ চামড়া তুলে বেচে দেব]","{{johs  if you give you a chance again in       i will survive your debt           ""   ৰ  h skin ","{{ঞশয়|খ রেল বোচ দেব ফফ সড়ক বোচ দেব জমি [$ গ? আকাশ পাতাল সব বেচে দেব| আপনারা যদি   এ আবার সুযোগ দেন তবে আপনাদের দেতের _"" ঐঘ চামড়া তুলে বেচে দেব]"
image_1299.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual,1,1,0,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1299.jpg,"৬6 তোমরা আমাকে ভোট দাও- আমি তোমাদের ভাষণ দেব ""","   you vote for me  i will give you a speech """," তোমরা আমাকে ভোট দাও- আমি তোমাদের ভাষণ দেব """
image_1300.jpg,Neutral,No,Vulgar,Abusive,Individual#Others,1,0,1,1,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1300.jpg,বাইকে চড়ে জয় শ্রী রাম বলা বাংলার সংস্কৃতি নয় খুলে ওয়েব সিরিজ বানানো বাংলার ককিন্তু সংস্কৃতি,joy riding a bike is not a culture of bengal called sri ram  but the web series is made by some culture of bengal ,বাইকে চড়ে জয় শ্রী রাম বলা বাংলার সংস্কৃতি নয় খুলে ওয়েব সিরিজ বানানো বাংলার ককিন্তু সংস্কৃতি
image_1301.jpg,Neutral,Yes,Not Vulgar,Non-abusive,,1,1,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1301.jpg,"বিদেশের বাচ্চারী দেখো কি সুন্দর কুকুর ভরতের বাচ্চীরী এ রাজু দেখ ভোডাফোনের কুত্তা জোক্স ইঁ বাংলা জোক্স কিং {ঙফ $""]00 ওষহ9৯]গ স0৮ঙ$ বাংলা ব্র [ৈঃ2 ঐ19","look at the baby abroad  what a beautiful dog gathei khaju du koa vodafone dog jokes in bangla jox king {yog $ ""     medicine     c   স $ $ $ $ $ ঃ ঃ ঃ ঃ","বিদেশের বাচ্চারী দেখো কি সুন্দর কুকুর ভরতের বাচ্চীরী এ রাজু দেখ ভোডাফোনের কুত্তা জোক্স ইঁ বাংলা জোক্স কিং {ঙফ $""] ওষহ]গ সঙ$ বাংলা ব্র [ৈঃ ঐ"
image_1302.jpg,Negative,No,Vulgar,Non-abusive,,0,0,1,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1302.jpg,৪ষহ9৯| )৫২$ বাবা ওই কুকুর গুলো কি}ংকিরছে? ছেলে কুত্তা টা মেয়ে কুত্তাকে কিছু বোঝাচ্ছে ভালো ভাবেও তো বোঝাতেপারে? পোঁদ মেরে বোঝানোর কিদিরকার? ঞ19,  six       $    daddy is those dogs} the boy dogs are meant to be good to the dog kidirkar to mean hips j ,ষহ| )$ বাবা ওই কুকুর গুলো কি}ংকিরছে? ছেলে কুত্তা টা মেয়ে কুত্তাকে কিছু বোঝাচ্ছে ভালো ভাবেও তো বোঝাতেপারে? পোঁদ মেরে বোঝানোর কিদিরকার? ঞ
image_1303.jpg,Neutral,No,Not Vulgar,Non-abusive,,1,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1303.jpg,দুধপুলি,milkman,দুধপুলি
image_1304.jpg,Neutral,No,Not Vulgar,Non-abusive,,1,0,0,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1304.jpg,শুয়োরের বাচ্চা,pork,শুয়োরের বাচ্চা
image_1305.jpg,Negative,No,Vulgar,Non-abusive,,0,0,1,0,/content/brain-tumor-mri-dataset/BanglaAbuseMeme/Images/image_1305.jpg,বেন তুই কুত্তার বাচ্চা শুয়োরের বাচ্চা |9|=|9|1[| বারাঃ (ঞূ৬72গ-  হ2,ben you are dog pigs in pork                   barah,বেন তুই কুত্তার বাচ্চা শুয়োরের বাচ্চা ||=||[| বারাঃ (ঞূগ-  হ
