Ids,sentiment,sarcasm,vulgar,abuse,target
image_1000.jpg,Negative,No,Vulgar,Abusive,Gender
image_1001.jpg,Negative,No,Vulgar,Abusive,Individual
image_1002.jpg,Negative,No,Vulgar,Abusive,Gender
image_1003.jpg,Negative,No,Vulgar,Abusive,Gender
image_1004.jpg,Negative,No,Vulgar,Abusive,Gender
image_1005.jpg,Negative,No,Vulgar,Abusive,Gender
image_1006.jpg,Negative,No,Vulgar,Abusive,Gender
image_1007.jpg,Negative,No,Vulgar,Abusive,Gender
image_1008.jpg,Negative,No,Vulgar,Abusive,Individual
image_1009.jpg,Negative,No,Vulgar,Abusive,Gender
image_1010.jpg,Negative,No,Vulgar,Abusive,Gender
image_1012.jpg,Negative,No,Vulgar,Abusive,Gender#National Origin
image_1013.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1014.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1015.jpg,Negative,No,Vulgar,Abusive,None
image_1016.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1017.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1018.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1019.jpg,Negative,No,Vulgar,Abusive,None
image_1020.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1021.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1022.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1023.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1024.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1025.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1026.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1027.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1028.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1029.jpg,Neutral,Yes,Vulgar,Abusive,National Origin
image_1030.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1031.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1032.jpg,Negative,No,Vulgar,Abusive,Gender#National Origin
image_1033.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1034.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1035.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1036.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1037.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1038.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1039.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1040.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1041.jpg,Positive,Yes,Not Vulgar,Abusive,National Origin
image_1042.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1043.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1044.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1045.jpg,Neutral,Yes,Not Vulgar,Abusive,National Origin
image_1046.jpg,Neutral,Yes,Not Vulgar,Abusive,National Origin
image_1047.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1048.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1049.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1050.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1051.jpg,Positive,No,Vulgar,Abusive,National Origin
image_1052.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1053.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1054.jpg,Negative,No,Vulgar,Abusive,Gender
image_1055.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1056.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1057.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1058.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1059.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1060.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1061.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1062.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1063.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1064.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1065.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1066.jpg,Neutral,Yes,Vulgar,Abusive,Individual
image_1067.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1068.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1069.jpg,Negative,No,Vulgar,Abusive,Religion
image_1070.jpg,Negative,No,Vulgar,Abusive,Gender#Individual
image_1071.jpg,Negative,No,Vulgar,Abusive,Religion
image_1072.jpg,Negative,No,Vulgar,Abusive,Religion
image_1073.jpg,Negative,No,Vulgar,Abusive,Religion
image_1074.jpg,Negative,No,Vulgar,Abusive,Religion
image_1075.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1076.jpg,Negative,No,Vulgar,Abusive,Individual
image_1077.jpg,Negative,No,Vulgar,Abusive,Others
image_1078.jpg,Negative,No,Vulgar,Abusive,Individual
image_1079.jpg,Negative,No,Vulgar,Abusive,Individual
image_1080.jpg,Negative,No,Vulgar,Abusive,Individual
image_1081.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1082.jpg,Negative,No,Vulgar,Abusive,Gender
image_1083.jpg,Negative,No,Vulgar,Abusive,Gender
image_1084.jpg,Negative,No,Vulgar,Abusive,Gender
image_1086.jpg,Negative,No,Vulgar,Abusive,Gender
image_1087.jpg,Negative,No,Vulgar,Abusive,Religion
image_1088.jpg,Negative,No,Vulgar,Abusive,Gender
image_1089.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1090.jpg,Negative,No,Vulgar,Abusive,Political
image_1091.jpg,Negative,No,Not Vulgar,Abusive,Others
image_1092.jpg,Negative,No,Vulgar,Abusive,Gender#Others
image_1093.jpg,Negative,Yes,Vulgar,Abusive,Gender#Others
image_1094.jpg,Negative,No,Vulgar,Abusive,National Origin#Others
image_1095.jpg,Negative,No,Vulgar,Abusive,Gender
image_1096.jpg,Negative,No,Vulgar,Abusive,Religion
image_1097.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1098.jpg,Negative,No,Vulgar,Abusive,Individual
image_1099.jpg,Negative,No,Vulgar,Abusive,Individual
image_1100.jpg,Negative,No,Vulgar,Abusive,Religion#National Origin
image_1101.jpg,Negative,No,Vulgar,Abusive,Others
image_1102.jpg,Negative,No,Vulgar,Abusive,Individual
image_1103.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1104.jpg,Negative,No,Vulgar,Abusive,Individual
image_1105.jpg,Negative,No,Vulgar,Non-abusive,Political
image_1106.jpg,Negative,No,Not Vulgar,Abusive,Individual
image_1107.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_1108.jpg,Positive,Yes,Not Vulgar,Abusive,Individual
image_1109.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1110.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1111.jpg,Negative,No,Vulgar,Abusive,Individual
image_1112.jpg,Negative,No,Vulgar,Abusive,Individual
image_1113.jpg,Negative,No,Vulgar,Abusive,Individual
image_1114.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1115.jpg,Negative,Yes,Vulgar,Abusive,Political
image_1116.jpg,Negative,Yes,Vulgar,Abusive,National Origin#Individual
image_1117.jpg,Negative,No,Vulgar,Abusive,Individual
image_1118.jpg,Positive,No,Not Vulgar,Abusive,Individual
image_1119.jpg,Negative,No,Vulgar,Abusive,Religion#Others
image_1120.jpg,Negative,No,Vulgar,Abusive,Individual
image_1121.jpg,Negative,No,Vulgar,Abusive,Gender
image_1122.jpg,Negative,No,Not Vulgar,Abusive,Religion
image_1123.jpg,Negative,No,Vulgar,Abusive,Religion#National Origin
image_1124.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1125.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_1126.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1127.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1128.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_1129.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1130.jpg,Negative,No,Vulgar,Abusive,Individual
image_1131.jpg,Negative,No,Vulgar,Abusive,Gender
image_1132.jpg,Negative,No,Vulgar,Abusive,Gender
image_1133.jpg,Negative,No,Vulgar,Abusive,Gender
image_1134.jpg,Negative,No,Vulgar,Abusive,Gender
image_1135.jpg,Negative,No,Vulgar,Abusive,Individual
image_1136.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1137.jpg,Neutral,No,Not Vulgar,Abusive,National Origin
image_1138.jpg,Negative,No,Vulgar,Abusive,National Origin#Individual
image_1139.jpg,Negative,No,Vulgar,Abusive,Religion
image_1140.jpg,Negative,No,Vulgar,Abusive,Religion
image_1141.jpg,Negative,No,Not Vulgar,Abusive,Others
image_1142.jpg,Neutral,No,Not Vulgar,Abusive,Religion
image_1143.jpg,Neutral,Yes,Vulgar,Abusive,Religion
image_1144.jpg,Negative,No,Vulgar,Abusive,Gender
image_1145.jpg,Negative,No,Vulgar,Abusive,Gender
image_1146.jpg,Neutral,Yes,Vulgar,Abusive,Gender
image_1147.jpg,Negative,No,Not Vulgar,Abusive,Gender
image_1148.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1149.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1150.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1151.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1152.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1153.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1154.jpg,Negative,No,Vulgar,Abusive,Individual
image_1155.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1156.jpg,Negative,No,Not Vulgar,Abusive,National Origin
image_1157.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1158.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1159.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1160.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1161.jpg,Negative,No,Not Vulgar,Abusive,National Origin
image_1162.jpg,Negative,No,Vulgar,Abusive,Religion
image_1163.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1164.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1165.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1166.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1167.jpg,Negative,No,Vulgar,Abusive,Religion
image_1168.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1169.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1170.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1171.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1172.jpg,Negative,No,Not Vulgar,Abusive,Others
image_1173.jpg,Negative,Yes,Not Vulgar,Abusive,Others
image_1174.jpg,Neutral,Yes,Not Vulgar,Abusive,Others
image_1175.jpg,Negative,Yes,Not Vulgar,Abusive,Others
image_1176.jpg,Negative,No,Not Vulgar,Abusive,Others
image_1177.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1178.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1179.jpg,Negative,Yes,Not Vulgar,Abusive,National Origin
image_1180.jpg,Positive,Yes,Vulgar,Abusive,National Origin
image_1181.jpg,Positive,Yes,Not Vulgar,Abusive,National Origin
image_1182.jpg,Neutral,Yes,Not Vulgar,Abusive,National Origin
image_1183.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1184.jpg,Neutral,Yes,Vulgar,Abusive,National Origin
image_1185.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1186.jpg,Positive,Yes,Not Vulgar,Abusive,National Origin
image_1187.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1188.jpg,Negative,No,Not Vulgar,Abusive,Religion#National Origin
image_1189.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1190.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1191.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1192.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1193.jpg,Negative,No,Vulgar,Abusive,Religion
image_1194.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1195.jpg,Negative,No,Vulgar,Abusive,Religion
image_1196.jpg,Negative,No,Vulgar,Abusive,Religion
image_1197.jpg,Negative,No,Vulgar,Non-abusive,Individual
image_1198.jpg,Negative,No,Vulgar,Abusive,Gender
image_1199.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1200.jpg,Neutral,Yes,Vulgar,Abusive,Religion
image_1201.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1202.jpg,Neutral,No,Not Vulgar,Abusive,National Origin
image_1204.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1205.jpg,Negative,Yes,Vulgar,Abusive,National Origin
image_1206.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1207.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1208.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1209.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1210.jpg,Negative,No,Not Vulgar,Abusive,National Origin
image_1211.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1212.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_1213.jpg,Negative,No,Vulgar,Abusive,Individual
image_1214.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1215.jpg,Negative,No,Vulgar,Abusive,Individual
image_1216.jpg,Negative,No,Vulgar,Abusive,Others
image_1217.jpg,Positive,Yes,Vulgar,Abusive,Religion
image_1218.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_1219.jpg,Positive,Yes,Vulgar,Abusive,Individual
image_1220.jpg,Neutral,No,Vulgar,Abusive,Individual
image_1221.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1222.jpg,Positive,No,Vulgar,Abusive,Others
image_1223.jpg,Neutral,No,Not Vulgar,Abusive,Religion
image_1224.jpg,Negative,No,Vulgar,Abusive,Others
image_1225.jpg,Negative,No,Vulgar,Abusive,Individual
image_1226.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1227.jpg,Negative,No,Vulgar,Abusive,Individual
image_1228.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1229.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1230.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1231.jpg,Negative,No,Not Vulgar,Abusive,Religion
image_1232.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1233.jpg,Negative,No,Vulgar,Abusive,Individual#Political
image_1234.jpg,Negative,No,Vulgar,Non-abusive,Religion
image_1235.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1236.jpg,Negative,No,Vulgar,Abusive,Political
image_1237.jpg,Negative,No,Not Vulgar,Non-abusive,Individual
image_1238.jpg,Negative,No,Vulgar,Abusive,Religion
image_1239.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1240.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1241.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1242.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1243.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1244.jpg,Negative,No,Vulgar,Abusive,Religion
image_1245.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_1246.jpg,Negative,No,Vulgar,Non-abusive,None
image_1247.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1248.jpg,Negative,No,Vulgar,Abusive,Religion
image_1249.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_1250.jpg,Negative,No,Not Vulgar,Non-abusive,Political
image_1251.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1252.jpg,Negative,No,Vulgar,Abusive,Individual
image_1253.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_1255.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1256.jpg,Negative,Yes,Not Vulgar,Abusive,Political
image_1257.jpg,Negative,No,Vulgar,Abusive,Individual
image_1259.jpg,Negative,No,Vulgar,Abusive,Individual
image_1260.jpg,Neutral,No,Not Vulgar,Abusive,Political
image_1261.jpg,Negative,No,Vulgar,Abusive,Political
image_1262.jpg,Negative,Yes,Vulgar,Abusive,Political
image_1263.jpg,Negative,No,Vulgar,Abusive,Religion
image_1264.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1265.jpg,Negative,No,Vulgar,Abusive,Gender
image_1267.jpg,Negative,No,Vulgar,Abusive,Individual
image_1268.jpg,Negative,Yes,Vulgar,Abusive,Political
image_1269.jpg,Negative,No,Vulgar,Abusive,Religion
image_1270.jpg,Negative,No,Not Vulgar,Abusive,Others
image_1271.jpg,Neutral,Yes,Not Vulgar,Abusive,Religion
image_1272.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_1273.jpg,Negative,No,Vulgar,Abusive,Religion
image_1274.jpg,Negative,No,Not Vulgar,Abusive,Religion
image_1275.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_1276.jpg,Negative,No,Vulgar,Abusive,Religion
image_1277.jpg,Negative,No,Vulgar,Abusive,Others
image_1278.jpg,Negative,No,Vulgar,Abusive,Religion
image_1279.jpg,Negative,Yes,Not Vulgar,Abusive,Others
image_1280.jpg,Negative,No,Vulgar,Abusive,Religion
image_1281.jpg,Negative,Yes,Vulgar,Abusive,Individual
image_1282.jpg,Negative,No,Vulgar,Abusive,Religion
image_1283.jpg,Negative,No,Vulgar,Abusive,Religion
image_1284.jpg,Negative,No,Not Vulgar,Abusive,Others
image_1285.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1286.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_1287.jpg,Negative,No,Vulgar,Non-abusive,None
image_1288.jpg,Negative,No,Vulgar,Abusive,Others
image_1289.jpg,Negative,No,Vulgar,Non-abusive,None
image_1290.jpg,Neutral,No,Vulgar,Non-abusive,None
image_1291.jpg,Neutral,Yes,Vulgar,Abusive,Gender
image_1292.jpg,Positive,Yes,Vulgar,Abusive,Gender
image_1293.jpg,Neutral,No,Vulgar,Non-abusive,None
image_1294.jpg,Positive,Yes,Vulgar,Abusive,Individual
image_1295.jpg,Neutral,No,Not Vulgar,Abusive,Individual
image_1296.jpg,Neutral,Yes,Not Vulgar,Abusive,Gender
image_1297.jpg,Negative,No,Vulgar,Abusive,Individual
image_1298.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_1299.jpg,Neutral,Yes,Not Vulgar,Abusive,Individual
image_1300.jpg,Neutral,No,Vulgar,Abusive,Individual#Others
image_1301.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1302.jpg,Negative,No,Vulgar,Non-abusive,None
image_1303.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1304.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1305.jpg,Negative,No,Vulgar,Non-abusive,None
image_1306.jpg,Negative,No,Vulgar,Non-abusive,None
image_1307.jpg,Negative,No,Vulgar,Non-abusive,None
image_1308.jpg,Neutral,Yes,Not Vulgar,Non-abusive,National Origin#Others
image_1309.jpg,Neutral,No,Vulgar,Non-abusive,None
image_1310.jpg,Neutral,No,Not Vulgar,Non-abusive,National Origin
image_1311.jpg,Negative,No,Not Vulgar,Non-abusive,Others
image_1312.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1313.jpg,Neutral,No,Not Vulgar,Non-abusive,Individual
image_1314.jpg,Positive,No,Not Vulgar,Non-abusive,Religion
image_1315.jpg,Positive,Yes,Vulgar,Non-abusive,Gender
image_1316.jpg,Positive,No,Not Vulgar,Non-abusive,Gender
image_1317.jpg,Neutral,No,Not Vulgar,Non-abusive,National Origin
image_1318.jpg,Neutral,No,Not Vulgar,Non-abusive,National Origin
image_1319.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_1320.jpg,Negative,No,Not Vulgar,Non-abusive,Religion#Others
image_1321.jpg,Negative,No,Vulgar,Non-abusive,Individual#Political
image_1322.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1323.jpg,Negative,Yes,Not Vulgar,Non-abusive,Political
image_1324.jpg,Positive,Yes,Not Vulgar,Non-abusive,None
image_1325.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1326.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1327.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_1328.jpg,Negative,No,Vulgar,Abusive,Political
image_1329.jpg,Positive,No,Not Vulgar,Non-abusive,National Origin
image_1330.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_1331.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_1332.jpg,Negative,No,Not Vulgar,Non-abusive,Others
image_1333.jpg,Negative,No,Not Vulgar,Non-abusive,Others
image_1334.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1335.jpg,Positive,No,Not Vulgar,Non-abusive,Political
image_1336.jpg,Negative,Yes,Not Vulgar,Non-abusive,Individual
image_1337.jpg,Neutral,No,Not Vulgar,Non-abusive,National Origin
image_1338.jpg,Positive,No,Not Vulgar,Non-abusive,Religion
image_1339.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1340.jpg,Positive,No,Not Vulgar,Non-abusive,Religion#National Origin
image_1341.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1342.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_1343.jpg,Neutral,No,Not Vulgar,Non-abusive,Political
image_1344.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1345.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_1346.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_1347.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender#Religion
image_1348.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_1349.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_1350.jpg,Negative,Yes,Not Vulgar,Abusive,Individual
image_1351.jpg,Negative,No,Vulgar,Non-abusive,None
image_1352.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1353.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_1354.jpg,Negative,No,Not Vulgar,Non-abusive,Religion
image_1355.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1356.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1357.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1358.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1359.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1360.jpg,Positive,No,Not Vulgar,Non-abusive,Religion
image_1361.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1362.jpg,Neutral,No,Not Vulgar,Non-abusive,Religion
image_1363.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1364.jpg,Positive,No,Not Vulgar,Non-abusive,Individual
image_1365.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1366.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1367.jpg,Neutral,Yes,Not Vulgar,Abusive,National Origin
image_1368.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1369.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1370.jpg,Neutral,No,Vulgar,Abusive,Religion#National Origin
image_1371.jpg,Negative,Yes,Not Vulgar,Abusive,National Origin
image_1372.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1373.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1374.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1375.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1376.jpg,Negative,No,Vulgar,Abusive,National Origin#Individual
image_1377.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1378.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1379.jpg,Negative,No,Vulgar,Abusive,National Origin
image_1380.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Gender
image_1381.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Gender
image_1382.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1383.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Gender
image_1384.jpg,Negative,Yes,Not Vulgar,Abusive,Gender
image_1385.jpg,Neutral,Yes,Not Vulgar,Abusive,None
image_1386.jpg,Neutral,Yes,Vulgar,Abusive,Gender
image_1387.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_1388.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_1389.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1390.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1391.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1392.jpg,Negative,Yes,Vulgar,Abusive,Gender
image_1393.jpg,Positive,Yes,Not Vulgar,Non-abusive,Gender
image_1394.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1395.jpg,Neutral,Yes,Not Vulgar,Abusive,Gender
image_1396.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1397.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_1398.jpg,Neutral,No,Not Vulgar,Abusive,Gender
image_1399.jpg,Negative,Yes,Vulgar,Non-abusive,None
image_1400.jpg,Negative,No,Not Vulgar,Non-abusive,Individual
image_1401.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1402.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1403.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Gender
image_1404.jpg,Negative,No,Vulgar,Abusive,Gender
image_1405.jpg,Negative,No,Vulgar,Abusive,Others
image_1406.jpg,Negative,No,Not Vulgar,Non-abusive,Gender
image_1407.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1408.jpg,Neutral,Yes,Not Vulgar,Non-abusive,Gender
image_1409.jpg,Negative,Yes,Not Vulgar,Abusive,Gender
image_1410.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1411.jpg,Negative,No,Not Vulgar,Non-abusive,None
image_1412.jpg,Positive,Yes,Vulgar,Non-abusive,Gender
image_1413.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1414.jpg,Negative,Yes,Not Vulgar,Non-abusive,None
image_1415.jpg,Positive,No,Not Vulgar,Non-abusive,Gender
image_1416.jpg,Negative,No,Vulgar,Non-abusive,None
image_1417.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1418.jpg,Negative,No,Not Vulgar,Non-abusive,Gender
image_1419.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1420.jpg,Negative,No,Not Vulgar,Non-abusive,Gender
image_1421.jpg,Negative,No,Vulgar,Abusive,Gender
image_1422.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1423.jpg,Negative,No,Not Vulgar,Non-abusive,Gender
image_1424.jpg,Positive,No,Not Vulgar,Non-abusive,Gender
image_1425.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1426.jpg,Negative,No,Vulgar,Abusive,Gender
image_1427.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1428.jpg,Neutral,Yes,Not Vulgar,Non-abusive,None
image_1429.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1430.jpg,Neutral,Yes,Vulgar,Non-abusive,None
image_1431.jpg,Positive,Yes,Vulgar,Abusive,Gender
image_1432.jpg,Neutral,No,Not Vulgar,Non-abusive,Gender
image_1433.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1434.jpg,Positive,No,Not Vulgar,Non-abusive,None
image_1435.jpg,Neutral,No,Not Vulgar,Non-abusive,None
image_1436.jpg,Negative,No,Not Vulgar,Non-abusive,Gender
image_1437.jpg,Negative,No,Vulgar,Abusive,Gender
image_1438.jpg,Neutral,No,Not Vulgar,Non-abusive,None
